Heat,Part,label,label_id,SN,Fld,Intensity,Davg,Dcirc,Dmax,Dmin,Dperp,Aspect,Area,Perim,Roundness,Elongation,Pixel.Size...m.per.pixel.,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254,g255,image_path,split
3,8694,sulfide,2,3-8694,77,109,4.82,2.955,7.149,1.484,1.516,4.7,6.86,17.086,0.17,0.21,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,4,2,7,3,3,6,3,9,1,6,10,6,9,7,9,13,15,16,15,2,17,14,9,11,8,15,13,6,8,7,6,11,13,8,6,12,4,6,5,4,10,7,3,11,6,5,4,6,5,4,8,7,4,8,5,8,7,3,8,3,6,8,7,4,6,7,8,7,7,8,8,5,4,0,5,7,5,4,7,4,6,7,4,7,4,5,7,7,3,5,4,6,5,7,7,4,9,4,9,6,7,9,6,2,8,7,5,5,8,11,7,6,7,2,10,7,5,13,7,12,14,19,43,31,49,63,76,79,101,122,202,208,266,293,326,389,458,477,559,574,637,665,654,684,656,692,773,719,619,667,613,515,452,422,404,332,315,273,221,179,154,123,107,89,60,49,32,29,23,6,10,6,4,2,5,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/08694.TIF,test
1,3560,non-inclusion,0,1-3560,13,117,2.751,2.102,3.536,1.541,1.729,2.0,3.469,10.859,0.35,0.49,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,4,2,3,4,3,6,4,2,0,9,3,5,3,1,4,2,3,5,4,2,3,3,4,2,1,2,4,2,2,2,4,1,4,3,1,3,1,3,8,4,4,2,2,4,2,6,1,3,2,5,4,5,2,7,5,3,4,8,1,3,1,2,2,3,4,1,5,5,2,4,5,1,5,5,1,4,3,5,1,0,7,1,3,8,3,3,0,2,5,4,4,2,1,4,6,4,3,2,3,3,5,5,5,7,5,4,1,9,8,6,9,7,17,16,17,25,20,38,51,54,93,74,130,149,190,240,281,325,375,415,489,540,573,580,671,716,714,748,752,757,699,682,634,639,573,507,519,448,400,343,292,216,190,167,147,122,85,74,53,41,25,24,12,14,7,5,1,6,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_1/imgs/03560.TIF,test
4,2713,non-inclusion,0,4-2713,30,116,1.791,1.495,2.208,1.214,1.24,1.8,1.756,6.348,0.46,0.56,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,2,3,0,2,2,0,1,1,2,0,4,2,2,0,2,2,1,2,1,2,2,3,0,2,5,1,3,7,3,1,4,2,3,3,4,2,3,1,1,0,2,2,1,2,2,2,4,2,1,5,3,2,2,0,2,3,0,4,3,3,3,1,2,2,5,2,1,2,4,2,2,2,4,4,1,3,0,2,0,0,1,5,4,2,3,3,1,2,5,0,2,5,3,3,1,4,2,1,4,5,2,2,2,9,12,16,16,34,32,39,49,71,89,110,157,191,233,301,317,385,480,510,523,623,646,762,745,729,768,788,834,703,695,665,613,610,526,488,385,358,283,277,198,186,144,125,97,92,58,54,34,28,19,16,7,6,4,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_4/imgs/02713.TIF,test
2,2860,oxide,1,2-2860,49,90,2.76,2.579,3.026,2.396,2.559,1.2,5.224,11.081,0.73,0.85,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,6,9,10,11,12,16,13,10,11,13,15,2,7,3,7,6,13,5,5,4,3,4,4,3,5,3,2,4,5,3,2,1,7,4,4,9,2,3,6,5,3,4,3,4,1,0,4,6,3,4,3,3,3,5,4,3,2,5,6,5,1,1,2,8,5,6,5,5,1,4,2,2,2,3,6,3,2,2,3,2,3,2,3,1,5,2,4,1,4,3,5,3,6,6,6,6,7,3,2,6,4,2,4,3,4,5,2,4,8,3,2,5,11,8,4,5,7,3,7,8,1,3,7,6,6,4,4,5,6,7,3,7,12,16,6,24,24,18,27,40,51,67,72,116,140,144,218,265,340,332,397,479,568,575,672,657,752,684,766,782,729,751,719,693,591,588,545,423,430,357,331,283,230,177,169,117,99,66,57,39,33,27,17,4,9,5,2,6,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_2/imgs/02860.TIF,test
4,2581,oxide,1,4-2581,29,74,6.815,6.396,7.498,6.093,6.155,1.2,32.13,26.526,0.73,0.82,0.131785813,0,0,1,0,3,1,5,2,2,3,2,4,0,1,4,6,4,2,1,4,4,6,7,9,15,15,14,12,12,15,14,14,19,13,14,13,16,12,12,15,14,12,19,17,13,15,20,17,25,24,23,34,24,23,34,30,24,28,25,25,26,15,21,20,21,27,19,24,16,25,25,20,12,29,20,23,14,24,20,14,11,19,15,16,24,13,17,15,11,18,16,22,15,13,9,13,25,12,11,19,13,11,7,4,8,9,8,7,6,6,5,4,4,4,5,5,8,4,7,8,4,3,5,7,4,8,2,7,3,10,10,5,7,2,2,8,6,4,3,6,3,6,7,5,2,5,3,7,9,6,14,8,3,7,6,4,8,12,5,12,8,7,4,6,8,8,5,11,11,10,8,13,15,10,13,15,20,31,28,30,55,65,98,96,126,160,212,247,279,308,374,424,483,515,565,612,669,615,672,698,681,664,608,598,596,547,461,478,385,349,334,245,225,212,131,114,85,69,57,55,29,21,20,14,8,5,7,3,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_4/imgs/02581.TIF,test
1,22532,non-inclusion,0,1-22532,82,93,3.309,2.914,3.748,2.549,3.257,1.2,6.67,13.298,0.6,0.87,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,2,6,6,13,10,5,8,15,10,9,16,9,15,14,8,11,15,9,10,5,5,10,7,8,4,11,3,3,7,5,5,5,5,3,4,5,8,8,2,5,4,5,2,8,5,5,2,3,7,4,5,5,5,6,3,5,5,8,6,1,3,9,7,1,4,8,7,9,6,6,6,5,1,3,6,4,8,5,6,5,2,4,6,7,8,3,7,5,2,4,3,3,4,7,6,3,4,4,3,5,4,4,5,4,4,6,9,5,0,8,6,6,8,4,3,3,4,3,7,4,5,9,4,8,2,2,1,6,4,5,4,4,7,4,5,2,11,8,7,7,11,5,4,12,10,16,17,29,41,41,44,67,85,127,128,125,192,229,272,323,405,448,450,531,539,596,631,671,680,752,725,700,683,688,597,629,539,524,441,378,359,320,271,245,206,162,142,133,84,67,50,40,25,22,18,12,11,7,3,3,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_1/imgs/22532.TIF,test
3,13995,oxy-sulfide,3,3-13995,113,82,3.717,3.527,4.092,3.288,3.332,1.2,9.769,13.733,0.74,0.81,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,4,4,9,8,10,10,12,16,23,28,30,23,24,17,29,17,17,15,15,17,14,13,9,11,14,9,4,7,10,11,7,11,12,7,13,9,13,13,11,10,7,16,7,7,12,12,14,14,14,9,14,11,10,17,6,15,5,8,6,4,10,9,7,10,7,9,6,4,8,8,9,3,4,2,6,5,3,6,4,1,3,1,5,5,3,6,3,3,6,5,2,8,5,3,3,6,9,3,3,4,6,3,2,4,4,1,2,7,3,6,4,5,6,6,3,2,2,5,5,5,2,5,2,10,5,6,2,4,4,4,5,8,5,9,6,4,3,4,8,8,7,2,10,11,19,26,25,38,41,53,73,73,92,137,149,184,239,296,316,373,415,451,529,557,567,667,706,707,702,651,753,669,643,644,532,549,523,475,384,357,271,241,195,207,140,107,94,78,66,38,41,32,25,18,14,10,9,3,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/13995.TIF,test
3,6732,oxide,1,3-6732,65,75,6.495,6.211,7.227,5.791,5.923,1.2,30.296,25.153,0.74,0.82,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,5,6,7,6,9,17,25,32,24,32,52,49,53,61,66,90,57,62,89,96,89,90,94,103,126,113,115,106,87,83,98,89,80,80,57,47,49,54,25,26,20,28,25,20,16,20,18,21,10,13,8,10,10,16,12,15,8,8,16,16,9,11,9,7,18,6,8,12,4,10,5,13,6,7,6,7,4,11,9,12,7,13,13,11,11,8,7,4,8,5,13,12,13,7,7,8,10,9,9,10,16,10,12,15,6,8,7,12,9,8,11,5,13,5,8,8,7,12,13,9,11,14,17,7,7,12,5,9,6,13,11,12,11,13,13,8,14,12,12,11,11,17,18,29,23,24,23,39,54,46,66,99,93,116,143,184,217,230,273,328,353,421,464,455,513,555,543,598,607,535,547,587,480,521,459,427,392,350,298,295,255,233,183,166,98,106,74,78,53,39,31,27,14,17,13,6,5,2,5,0,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/06732.TIF,test
3,8961,non-inclusion,0,3-8961,79,165,0.827,0.432,1.13,0.488,0.546,2.1,0.146,3.235,0.15,0.48,0.092773438,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,2,1,4,5,3,3,2,6,7,5,10,6,4,11,5,12,9,12,11,8,13,14,11,11,18,12,21,17,18,17,20,16,16,17,23,16,17,18,17,17,17,22,18,19,11,12,19,10,15,21,14,9,11,14,17,11,14,10,5,7,8,12,10,12,14,14,5,5,11,10,7,7,6,16,8,10,6,8,12,5,10,8,14,13,12,9,9,8,6,8,14,10,4,13,11,18,11,8,11,14,7,18,18,15,10,13,18,12,10,23,21,16,19,24,26,21,26,27,26,24,30,33,30,41,35,31,47,36,38,43,50,37,50,36,32,49,52,46,47,65,55,59,63,62,73,68,65,85,80,74,84,76,90,100,106,82,95,100,145,132,141,134,164,171,183,169,189,203,214,211,223,237,237,297,278,279,307,302,313,333,343,366,388,418,443,386,392,382,386,376,380,351,336,322,307,262,249,255,197,200,161,146,123,106,89,70,67,64,41,30,29,22,18,9,9,10,6,2,9,2,4,0,1,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,data/raw/heat_3/imgs/08961.TIF,test
1,11868,non-inclusion,0,1-11868,39,145,20.377,12.492,27.829,13.082,13.292,2.1,122.568,142.495,0.2,0.48,0.527192009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,2,1,0,1,0,0,1,2,0,1,1,0,2,1,5,1,1,0,1,1,3,1,1,3,1,0,1,2,2,0,3,3,1,3,4,2,3,1,3,2,7,3,3,2,1,0,0,4,4,1,5,10,3,11,8,6,6,5,7,5,8,14,6,7,8,9,8,6,9,7,10,9,16,8,10,10,14,13,13,9,15,8,18,22,8,18,21,15,21,26,26,29,41,51,53,74,98,102,120,153,178,221,274,276,356,370,482,518,567,597,647,648,724,729,716,670,681,729,626,663,596,543,484,402,422,347,293,261,210,175,172,126,87,74,63,46,31,26,23,11,7,8,6,3,2,5,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,data/raw/heat_1/imgs/11868.TIF,test
2,2158,oxide,1,2-2158,38,76,4.919,4.728,5.116,4.659,4.746,1.1,17.558,18.977,0.85,0.93,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,2,2,2,5,3,6,9,7,8,9,12,14,20,24,14,23,27,27,21,36,40,48,41,38,53,56,57,48,62,42,48,34,38,35,51,39,48,31,23,23,31,23,33,23,24,30,19,21,21,21,24,16,21,13,9,14,10,14,13,13,9,11,16,6,8,10,13,11,7,11,9,2,7,5,6,11,7,8,5,10,5,9,6,1,8,5,8,2,4,5,13,8,10,5,7,7,10,5,9,7,7,8,6,6,8,5,3,5,7,8,5,6,8,4,2,6,3,6,6,10,8,7,10,5,6,7,9,5,8,9,7,9,8,10,4,8,6,7,6,13,8,5,12,13,23,30,24,49,51,55,83,101,119,150,189,218,269,307,329,414,441,519,550,644,623,663,663,687,729,645,664,630,578,553,455,446,371,356,297,264,202,198,144,138,87,71,63,37,32,20,20,11,7,7,6,1,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_2/imgs/02158.TIF,test
1,7498,oxy-sulfide,3,1-7498,26,88,3.414,3.215,3.672,3.018,3.19,1.2,8.116,12.565,0.77,0.87,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,4,2,2,3,1,3,3,6,5,8,8,10,6,9,4,6,8,6,5,13,6,9,8,0,3,9,2,10,10,11,6,6,10,9,8,6,12,11,6,9,6,5,5,9,18,11,10,18,21,25,12,26,17,21,22,20,19,21,16,7,20,11,14,8,11,9,2,5,9,8,6,7,3,6,3,2,8,4,4,2,3,3,9,1,2,7,3,6,1,2,5,4,1,4,6,2,6,3,4,2,3,5,3,3,3,7,2,6,0,0,0,7,8,3,4,4,1,5,2,3,5,6,3,6,4,3,2,4,2,1,4,4,4,4,3,5,3,5,6,3,2,7,4,9,10,10,14,22,34,35,38,63,64,72,116,118,141,205,254,306,353,379,420,516,509,560,658,599,696,754,725,696,712,704,648,625,544,554,470,428,377,331,314,244,206,169,146,123,94,79,83,60,49,27,14,11,15,10,5,7,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_1/imgs/07498.TIF,test
2,463,oxy-sulfide,3,2-463,9,103,2.706,2.56,2.809,2.615,2.678,1.0,5.147,9.932,0.83,0.95,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,4,2,2,5,5,2,3,3,8,5,2,4,4,7,10,11,5,6,6,5,7,11,3,9,8,10,18,10,8,12,13,18,14,18,17,13,17,9,13,10,7,11,11,8,5,8,12,4,5,8,4,3,9,7,0,6,4,6,4,4,6,2,1,2,4,2,2,3,4,3,3,3,2,4,1,5,4,4,3,1,2,3,7,4,2,2,1,5,2,2,4,4,4,2,5,4,5,4,6,3,2,3,2,3,1,3,2,4,4,9,6,3,6,7,6,7,5,11,12,18,22,32,41,48,70,105,121,128,170,226,259,360,358,428,440,510,596,654,673,693,745,778,741,762,758,682,658,608,541,525,460,419,371,301,285,212,187,151,135,102,77,63,45,32,37,18,11,4,11,3,5,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_2/imgs/00463.TIF,test
4,2732,sulfide,2,4-2732,30,138,5.826,2.145,8.937,0.732,0.732,12.2,3.615,22.352,0.06,0.08,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,1,0,0,3,1,2,3,10,4,4,5,11,5,6,7,9,11,12,17,9,5,9,9,10,10,15,12,12,11,14,11,10,8,16,6,6,10,14,8,8,12,7,8,7,13,7,5,7,9,11,12,11,7,10,6,16,15,7,12,13,10,13,11,13,29,31,31,29,52,73,88,110,133,163,229,237,288,322,391,424,539,574,622,643,749,678,745,750,752,740,714,719,665,602,530,471,443,396,345,267,258,199,193,152,111,82,61,52,28,23,16,17,10,11,5,3,6,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_4/imgs/02732.TIF,test
3,8640,sulfide,2,3-8640,77,104,4.009,3.456,5.11,2.656,2.732,1.9,9.382,15.208,0.46,0.53,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,0,1,4,3,2,0,3,4,4,4,4,6,4,8,1,5,8,7,9,5,8,10,4,15,11,20,8,14,12,19,16,16,14,19,18,17,22,24,17,19,21,17,18,23,20,13,16,21,14,15,16,14,11,10,17,9,11,12,8,4,9,10,9,5,8,7,6,5,8,6,5,7,5,6,6,5,11,4,3,5,10,11,9,4,6,11,5,5,3,6,11,7,3,3,4,2,9,4,6,7,4,3,8,4,7,10,8,9,7,8,6,5,3,9,8,5,4,6,5,9,9,7,10,7,8,11,15,13,15,16,23,26,35,44,41,67,69,98,132,132,188,219,268,287,326,410,416,455,503,568,578,652,723,690,701,701,681,657,629,613,553,549,466,428,428,319,263,258,183,166,127,124,99,79,69,44,41,21,12,13,15,9,2,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/08640.TIF,test
3,16268,oxide,1,3-16268,139,122,2.24,2.086,2.327,2.124,2.247,1.0,3.417,8.873,0.8,0.97,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1,0,0,5,5,3,2,3,1,4,6,6,5,4,3,7,5,6,5,4,5,5,5,6,4,3,6,2,5,6,4,3,2,4,9,3,2,8,7,6,2,4,2,4,2,3,6,1,3,5,2,4,2,5,3,5,1,5,5,7,3,3,3,6,4,1,3,3,3,3,5,7,3,2,5,3,8,2,7,6,3,5,3,5,4,6,4,2,3,2,6,5,3,5,3,4,6,2,4,8,2,5,9,5,17,10,15,21,23,30,40,55,65,91,108,149,183,189,242,301,338,418,419,493,570,568,624,676,691,747,756,747,754,752,721,646,596,556,500,411,409,349,331,248,213,186,150,120,98,86,61,47,42,21,25,17,8,4,7,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/16268.TIF,test
4,1397,oxy-sulfide,3,4-1397,18,117,3.186,2.998,3.469,2.937,2.99,1.2,7.058,12.031,0.75,0.86,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,2,0,1,1,6,4,1,2,2,0,1,1,0,5,1,0,4,1,2,1,4,0,4,1,3,4,2,5,6,4,2,8,7,6,7,4,7,5,6,6,6,8,3,7,5,11,12,7,4,13,9,5,12,16,12,13,16,17,9,17,20,28,16,26,28,24,20,25,34,21,19,11,10,22,13,12,14,14,8,7,5,4,9,7,3,4,10,1,1,6,6,8,6,7,2,5,1,6,5,4,4,2,5,2,4,6,4,2,2,4,2,3,1,9,5,4,10,5,5,7,10,12,21,22,34,55,63,72,104,152,153,174,230,297,304,363,443,479,509,582,611,676,703,762,709,731,705,773,675,657,623,575,461,411,420,321,284,242,211,179,135,113,112,70,55,46,34,29,22,18,10,18,8,2,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_4/imgs/01397.TIF,test
1,4389,non-inclusion,0,1-4389,15,164,0.576,0.444,0.715,0.464,0.467,1.5,0.155,2.109,0.39,0.65,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,1,3,3,1,0,8,5,6,7,6,6,8,17,13,18,15,20,24,31,22,32,24,26,41,30,44,51,56,53,55,66,73,86,82,106,99,122,120,155,146,152,172,218,210,260,308,335,356,412,466,457,480,544,587,617,654,635,689,638,615,634,616,532,560,548,444,374,360,301,301,250,180,160,138,123,85,68,61,40,37,24,13,10,10,6,1,6,1,5,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_1/imgs/04389.TIF,test
3,18874,sulfide,2,3-18874,169,119,2.854,2.718,2.931,2.749,2.821,1.0,5.801,11.058,0.86,0.96,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,5,5,7,5,4,7,14,13,18,15,18,19,21,15,22,26,12,27,16,16,24,14,8,13,10,10,7,12,9,11,7,6,8,5,5,4,5,3,8,5,3,6,2,4,8,2,5,4,4,4,6,9,5,2,3,8,2,6,6,3,5,6,3,4,6,6,1,2,8,6,4,9,4,5,3,3,5,4,8,6,6,5,4,3,6,6,6,11,5,10,11,12,10,21,15,18,28,39,43,69,80,112,140,188,206,252,286,352,358,452,485,537,541,589,656,687,729,762,721,719,687,649,628,597,567,489,422,400,359,287,269,248,202,153,129,96,69,62,50,42,35,29,29,9,10,7,5,4,7,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/18874.TIF,test
1,20526,non-inclusion,0,1-20526,77,121,15.285,11.304,17.711,12.871,13.424,1.3,100.366,110.193,0.41,0.76,0.263547254,0,2,3,3,3,4,3,2,3,6,3,2,5,4,2,2,6,3,3,3,1,2,1,1,1,6,1,5,3,10,0,9,1,1,1,3,2,3,5,1,3,4,4,4,1,2,2,5,3,8,3,7,7,9,5,8,5,5,2,7,7,5,3,8,4,8,7,8,6,2,4,7,9,10,2,11,10,8,13,6,4,8,7,7,10,6,11,5,10,4,8,9,7,7,8,8,7,7,9,6,11,8,7,7,6,10,9,8,9,6,8,7,5,8,14,8,13,11,9,8,7,10,9,9,15,9,12,3,11,8,10,9,12,10,10,7,14,10,4,14,11,14,12,9,15,10,16,16,17,17,19,15,22,23,29,30,29,21,30,35,27,26,35,28,43,48,50,62,61,67,75,100,100,110,145,141,195,222,263,319,338,385,467,503,565,547,585,561,626,656,645,684,665,630,649,592,548,480,449,427,312,315,259,205,175,168,152,100,96,61,41,35,17,19,18,11,11,4,1,4,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_1/imgs/20526.TIF,test
3,8244,non-inclusion,0,3-8244,74,106,1.6,1.466,1.689,1.469,1.593,1.1,1.687,6.054,0.75,0.94,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,2,0,0,2,2,1,1,4,4,3,1,3,1,3,5,0,0,0,2,0,3,1,2,1,2,0,1,3,1,1,2,2,0,0,1,1,2,1,0,3,2,3,2,2,0,2,1,1,2,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,1,1,0,2,1,0,2,0,3,0,1,1,2,0,2,1,0,3,2,0,1,2,1,1,0,0,3,2,0,0,4,0,2,0,3,0,1,3,0,1,3,2,3,2,3,8,1,0,3,2,2,3,1,4,5,0,1,3,1,3,4,0,3,3,3,7,9,8,17,22,38,46,48,59,77,105,154,200,198,241,292,351,374,428,471,591,621,634,669,717,726,721,676,766,689,673,704,693,559,511,442,448,362,358,257,246,190,157,132,124,71,78,53,37,27,30,20,15,11,6,0,4,3,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/08244.TIF,test
